Správca CK;Trieda CK;Èíslo CK;Evidenèné èíslo mosta;Usek;Identifikaèné èíslo mosta;Názov mosta;Rok postavenia;Zaaovacia trieda STN;Poèet otvorov;Dåka premostenia;Dåka nosnej konštrukcie;Vo¾ná šírka mosta;Šírka medzi obrubami;Plocha nosnej konštrukcie;Plocha mosta;Stavebnı stav;Druh konštrukcie;Materiál konštrukcie;Zaaite¾nos normálna;Zaaite¾nost vıhradná;Zaaite¾nos vınimoèná;Spôsob stanovenia;Predmet premostenia;LongitudeE;LatitudeN;Vlastník CK;KRAJ;OKRES;PORADIE;POKRAC;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;041;3180;M2021;66_041 Most cez potok Suchı pred obcou Babiná;1980;;2;5;;13,5;11,5;;;Dobrı;rámová;prefabrikovanı elezobetón;32;102;154;porovnávací vıpoèet;Vodnı tok;19.0879749110;48.4189910160;Štát;Banskobystrickı kraj;Zvolen;8;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;042;3180;M6056;66_042 Most cez úèelovú komunikáciu, k.ú. babiná;1978;;1;7,76;;13,2;11,5;;;Dobrı;trámová;prefabrikovanı elezobetón;36;81;263;pod¾a tabuliek;Úèelová komunikácia;19.0899806940;48.4249737890;Štát;Banskobystrickı kraj;Zvolen;8;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;043;3178;M6193;66_043 Most cez potok a úèelovú komunikáciu, k.ú. Babiná;1978;;1;6,55;;13,2;11,5;;;Ve¾mi dobrı;trámová;prefabrikovanı elezobetón;36;78;297;pod¾a tabuliek;Vodnı tok;19.0947343320;48.4295437970;Štát;Banskobystrickı kraj;Zvolen;9;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;043A;3178;M7547;66_043A Most cez jarok a úèelovú komunikáciu, k.ú. Babiná;1978;;1;6,76;;13,2;11,5;;;Ve¾mi dobrı;trámová;prefabrikovanı elezobetón;36;79;299;pod¾a tabuliek;Vodnı tok;19.0956084610;48.4351891570;Štát;Banskobystrickı kraj;Zvolen;9;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;047;3174;M1737;66_047 Most cez potok Neresnica za obcou Dobrá Niva;1959;;1;15,8;;11,25;9,25;;;Ve¾mi dobrı;rámová;monolitickı elezobetón;32;80;196;porovnávací vıpoèet;Vodnı tok;19.1011082780;48.4804160160;Štát;Banskobystrickı kraj;Zvolen;12;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;044;3174;M4731;Most cez záplavové územie pri obci Dobrá Niva;1953;;1;2,5;;10,5;10,5;;;Dobrı;klenbová;monolitickı prostı betón;32;86;308;pod¾a tabuliek;Záplavové územie;19.0967431280;48.4562705470;Štát;Banskobystrickı kraj;Zvolen;12;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;045;3174;M5618;66_045 Most cez zrákovı potok pri obci Dobrá Niva;1954;;1;6;;11;10;;;Dobrı;dosková;monolitickı elezobetón;29;57;328;porovnávací vıpoèet;Vodnı tok;19.0985277580;48.4639932180;Štát;Banskobystrickı kraj;Zvolen;12;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;046;3174;M5732;66_046 Most  cez zrákovı potok v obci Dobrá Niva;1954;;1;3,05;;8,1;8,1;;;Dobrı;dosková;monolitickı elezobetón;28;62;375;pod¾a tabuliek;Vodnı tok;19.1009188820;48.4675294910;Štát;Banskobystrickı kraj;Zvolen;12;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;049;3043;M188;66_049 Most cez potok Neresnica pri meste Zvolen;1954;;1;15,36;;9,8;9;;;Dobrı;klenbová;monolitickı elezobetón;26;47;84;porovnávací vıpoèet;Vodnı tok;19.1166387210;48.5332597600;Štát;Banskobystrickı kraj;Zvolen;14;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;050;3043;M2889;66_050 Most cez elezniènú tra  pri meste Zvolen;1954;;1;24;;11;9;;;Dobrı;klenbová;monolitickı elezobetón;23;43;197;porovnávací vıpoèet;eleznica;19.1174127920;48.5337226470;Štát;Banskobystrickı kraj;Zvolen;14;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;048;3043;M7574;66_048 Most cez potok Neresnica pri obci Breziny;1953;;1;15,3;;11;10;;;Uspokojivı;trámová;monolitickı elezobetón;26;74;315;porovnávací vıpoèet;Vodnı tok;19.1042955740;48.5220078630;Štát;Banskobystrickı kraj;Zvolen;14;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;051;3042;M1462;66_051 Most cez potok Neresnica pred mestom Zvolen;1960;;2;34;;11;10;;;Uspokojivı;dosková;monolitickı elezobetón;19;39;142;porovnávací vıpoèet;Vodnı tok;19.1226003100;48.5388861430;Štát;Banskobystrickı kraj;Zvolen;15;2;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;052;6676;M1011;66_052 Most cez MK Bariny-Teplièky;1980;;3;31,94;;9;9;;;Dobrı;dosková;prefabrikovanı predpätı betón;48;88;338;porovnávací vıpoèet;Miestna komunikácia,  Miestna komunikácia;19.1036554520;48.5747170280;Štát;Banskobystrickı kraj;Zvolen;2;6;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;052A;6676;M6484;66_052A Most nad podchodom pre peších, k.ú. Zvolen;1980;;1;4,06;;8,8;8,8;;;Ve¾mi dobrı;trámová;prefabrikovanı elezobetón;36;81;399;pod¾a tabuliek;Miestna komunikácia,  Miestna komunikácia;19.1024028150;48.5794409640;Štát;Banskobystrickı kraj;Zvolen;2;6;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;052B;9367;M1405;Most nad chodníkm pre peších a zasypanım kolektorom, Sliaè - Hájniky - Kováèová;1980;;1;4;;9,5;9,5;;;Bezchybnı;trámová;prefabrikovanı elezobetón;36;81;390;pod¾a tabuliek;Miestna komunikácia,  Miestna komunikácia;19.1064971070;48.5856759450;Štát;Banskobystrickı kraj;Zvolen;4;6;;
Národná dia¾nièná spoloènos, a.s. - Stredisko správy a údrby rıchlostnıch ciest Zvolen;cesta I. triedy;000066;052C;2980;M4040;;1980;;1;12,5;;7;7;;;Uspokojivı;dosková;prefabrikovanı predpätı betón;48;90;300;pod¾a tabuliek;Vodnı tok;19.1094169250;48.5968607330;Národná dia¾nièná spoloènos, a.s.;Banskobystrickı kraj;Zvolen;5;6;;
Národná dia¾nièná spoloènos, a.s. - Stredisko správy a údrby rıchlostnıch ciest Zvolen;cesta I. triedy;000066;063A;9170;M2360;;1979;;1;12,6;;18;7;;;Ve¾mi dobrı;dosková;prefabrikovanı predpätı betón;50;84;260;projektovaná;Vodnı tok;19.1368946900;48.7278504320;Národná dia¾nièná spoloènos, a.s.;Banskobystrickı kraj;Banská Bystrica;2;8;;
Národná dia¾nièná spoloènos, a.s. - Stredisko správy a údrby rıchlostnıch ciest Zvolen;cesta I. triedy;000066;063B;9170;M3158;;1989;;5;147;;8,5;7,5;;;Ve¾mi dobrı;trámová;prefabrikovanı predpätı betón;32;80;196;projektovaná;Cestná komunikácia;19.1372289100;48.7297953420;Národná dia¾nièná spoloènos, a.s.;Banskobystrickı kraj;Banská Bystrica;2;8;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;063D;8944;M5341;66_063D Most cez potok Bystrica v meste Banská Bystrica - Hušták, pri kláštore;1979;;1;15,65;;21;21;;;Dobrı;dosková;prefabrikovanı predpätı betón;48;87;318;pod¾a tabuliek;Vodnı tok;19.1400405740;48.7312168290;Štát;Banskobystrickı kraj;Banská Bystrica;1;10;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;065;8939;M1712;66_065 Most cez bıvalı kanál z hydrocentrály pri hoteli LUX v meste Banská Bystrica;1964;;1;17,1;;28;17,5;;;Dobrı;trámová;prefabrikovanı predpätı betón;30;81;136;pod¾a tabuliek;Kanál;19.1543778800;48.7348606220;Štát;Banskobystrickı kraj;Banská Bystrica;3;10;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;066;8939;M3579;66_066 Most nad podchodom pre peších pred odboèkou so Smreèiny v meste Banská Bystrica;1964;;1;5;;28;12;;;Ve¾mi dobrı;dosková;prefabrikovanı elezobetón;23;70;225;pod¾a tabuliek;Podchod pre chodcov;19.1564236260;48.7351213830;Štát;Banskobystrickı kraj;Banská Bystrica;3;10;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;064A;8939;M7286;66_064A Most nad podchodom pre peších v meste Banská Bystrica;1987;;1;11,2;;25,7;17,25;;;Ve¾mi dobrı;rámová;prefabrikovanı predpätı betón;23;70;220;projektovaná;Podchod pre chodcov;19.1501914930;48.7332901700;Štát;Banskobystrickı kraj;Banská Bystrica;3;10;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;069;2882;M1837;66-069 Most nad el. vleèkou do závodu Fatra v BB;1963;;3;27,5;;13,5;11,5;;;Zlı;dosková;prefabrikovanı elezobetón;25;75;240;pod¾a tabuliek;eleznica;19.1748294770;48.7378843010;Štát;Banskobystrickı kraj;Banská Bystrica;6;10;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;070;2882;M5132;66_070 Most cez MK do Majera v B.Bystrici;1963;;3;27,5;;13;11;;;Ve¾mi zlı;dosková;prefabrikovanı elezobetón;20;52;152;pod¾a tabuliek;Miestna komunikácia;19.1768388890;48.7395176650;Štát;Banskobystrickı kraj;Banská Bystrica;6;10;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;071;2882;M6877;66_071 Most cez bıvalı náhon k hydrocentrále, k.ú. Banská Bystrica;1964;;1;17,59;;12,7;12,7;;;Ve¾mi dobrı;trámová;prefabrikovanı elezobetón;30;68;128;pod¾a tabuliek;Iná prekáka;19.1773939970;48.7401824670;Štát;Banskobystrickı kraj;Banská Bystrica;6;10;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;072;9372;M3443;66_72 Most nad bıv. vleèkou SD do KÚNZ v B. Bystrici;1963;;2;19,25;;13,5;11;;;Zlı;rámová;monolitickı elezobetón;24;46;336;odhadom;Miestna komunikácia;19.1781655420;48.7407815510;Štát;Banskobystrickı kraj;Banská Bystrica;7;10;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;073;2886;M7803;66_073 Most cez elezniènú tra v meste Banská Bystrica;1963;;3;41,4;;16;11;;;Ve¾mi dobrı;trámová;monolitickı elezobetón;25;67;168;odhadom;eleznica;19.1803636570;48.7417027560;Štát;Banskobystrickı kraj;Banská Bystrica;8;10;;
Granvia Operation, a.s. – Stredisko správy a údrby rıchlostnıch ciest Selenec;cesta I. triedy;000066;;111275;M7899;226 Presypanı most preloky cesty I/66;2012;;0;;;;;;;;;;32;80;196;;;19.2039200000;48.7426500000;Štát;Banskobystrickı kraj;Banská Bystrica;1;12;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;074;2891;M2642;66_074 Most cez Selèiansky potok v meste Banská Bystrica;1953;;1;4,5;;12;;;;Dobrı;klenbová;monolitickı prostı betón;35;80;350;pod¾a tabuliek;Vodnı tok;19.1882859750;48.7416260980;Štát;Banskobystrickı kraj;Banská Bystrica;4;12;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;075;2891;M582;66_075 Most nad po¾nou cestou pred cementáròou;1958;;1;5,6;;12;11;;;Ve¾mi zlı;klenbová;monolitickı prostı betón;24;68;269;pod¾a tabuliek;Úèelová komunikácia;19.1893906330;48.7415598680;Štát;Banskobystrickı kraj;Banská Bystrica;4;12;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;077;111277;M5853;66-077 Most cez elezniènú vleèku do cementárne, Šalková;1958;;3;34,8;;11,5;11,5;;;Ve¾mi zlı;dosková;monolitickı elezobetón;18;48;136;odhadom;eleznica;19.2103829700;48.7426311110;Štát;Banskobystrickı kraj;Banská Bystrica;1;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;078;111277;M7478;66_078 Most cez po¾nú cestu do obce Šálková, k.ú. Senica;1958;;1;5;;12,1;11,1;;;Dobrı;dosková;monolitickı elezobetón;19;39;129;pod¾a tabuliek;Úèelová komunikácia;19.2165561240;48.7432486810;Štát;Banskobystrickı kraj;Banská Bystrica;1;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;079;2892;M2717;66_079 Most cez elezniènú tra pri odboèke do Biotiky Sl. ¼upèa, k.ú. Šalková;1975;;5;153;;11,75;10,5;;;Uspokojivı;trámová;prefabrikovanı predpätı betón;27;78;153;odhadom;eleznica;19.2298492070;48.7450444110;Štát;Banskobystrickı kraj;Banská Bystrica;2;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;082C;3522;M3073;66_082C Most cez miestny potok pri obci Luèatín;1975;;1;4,05;;11,5;10,5;;;Dobrı;dosková;prefabrikovanı elezobetón;36;83;390;pod¾a tabuliek;Vodnı tok;19.3248724500;48.7788870240;Štát;Banskobystrickı kraj;Banská Bystrica;4;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;082;3522;M2277;66_082 Most cez potok ¼upèica pri odboèke do obce Slovenská ¼upèa;1975;;1;9;;11,5;10,5;;;Dobrı;dosková;prefabrikovanı predpätı betón;16;48;217;pod¾a tabuliek;Vodnı tok;19.2723963770;48.7608284140;Štát;Banskobystrickı kraj;Banská Bystrica;4;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;082A;3522;M2686;66_082A Most cez miestny potok v obci Slovenská ¼upèa;1975;;1;5,92;;11,5;;;;Dobrı;dosková;prefabrikovanı elezobetón;36;80;313;pod¾a tabuliek;Vodnı tok;19.2784395300;48.7631754940;Štát;Banskobystrickı kraj;Banská Bystrica;4;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;082D;3522;M2728;66_082D Most cez rieku Hron, elezniènú tra a cestu III/06642, k.ú. Luèatín;1975;;5;165,39;;13,3;10,8;;;Ve¾mi dobrı;trámová;prefabrikovanı predpätı betón;32;100;193;projektovaná;Vodnı tok;19.3279319990;48.7792749880;Štát;Banskobystrickı kraj;Banská Bystrica;4;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;081;3522;M5056;66_081 Most cez potok Istebník pri obci Slovenská ¼upèa;1975;;1;4;;11,45;10,45;;;Uspokojivı;dosková;prefabrikovanı elezobetón;36;83;390;pod¾a tabuliek;Vodnı tok;19.2540844360;48.7500296520;Štát;Banskobystrickı kraj;Banská Bystrica;4;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;080;3522;M5500;66_080 Most cez potok Istebník pro obci Šalková;1975;;1;3,52;;11,5;10,5;;;Uspokojivı;dosková;prefabrikovanı elezobetón;30;80;250;pod¾a tabuliek;Vodnı tok;19.2404666250;48.7460948470;Štát;Banskobystrickı kraj;Banská Bystrica;4;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;082B;3522;M5959;;1975;;3;90,34;;11,75;10,5;;;Dobrı;trámová;monolitickı predpätı betón;26;68;145;odhadom;Vodnı tok;19.2884301200;48.7697880360;Štát;Banskobystrickı kraj;Banská Bystrica;4;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;083;6588;M5077;66_083 Most cez rieku Hron, elezniènú tra a cestu III/06642, k.ú. Luèatín;1958;;3;76,45;;10,5;10,5;;;Bezchybnı;trámová;monolitickı elezobetón;32;80;196;projektovaná;Vodnı tok;19.3360826570;48.7804837240;Štát;Banskobystrickı kraj;Banská Bystrica;5;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;085;3528;M1866;;1950;;2;59,9;;10,5;10,5;;;Ve¾mi dobrı;trámová;monolitickı elezobetón;32;85;174;odhadom;Vodnı tok;19.3626200150;48.7915729550;Štát;Banskobystrickı kraj;Banská Bystrica;7;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;086;3528;M1975;66_086 Most cez elezniènú tra pri obci Medzibrod;1950;;1;16,86;;11;10;;;Dobrı;dosková;monolitickı elezobetón;22;59;140;odhadom;eleznica;19.3657311470;48.7926769820;Štát;Banskobystrickı kraj;Banská Bystrica;7;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;084;3528;M6543;66_084 Most cez po¾nú cestu pri obci Medzibrod;1958;;1;8;;10,1;;;;Dobrı;klenbová;monolitickı prostı betón;50;130;420;pod¾a tabuliek;Úèelová komunikácia;19.3547754320;48.7888765520;Štát;Banskobystrickı kraj;Banská Bystrica;7;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;088;3536;M2517;66_088 Most cez potok a miestnu komunikáciu pri obci Brusno-Hronov;1972;;1;18,5;;13;10,5;;;Dobrı;dosková;prefabrikovanı predpätı betón;26;78;209;pod¾a tabuliek;Úèelová komunikácia;19.3844295710;48.8005584470;Štát;Banskobystrickı kraj;Banská Bystrica;10;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;087;3536;M5210;66-087 most cez potok Sopotnica pri obci Brusno;1972;A;3;93,75;;13;10,5;;;Zlı;trámová;prefabrikovanı predpätı betón;35;101;540;pod¾a tabuliek;Cestná komunikácia;19.3797300000;48.7966501950;Štát;Banskobystrickı kraj;Banská Bystrica;10;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;089;3536;M6469;66_089 Most nad MK pri obci Brusno;1972;;1;8,2;;11,5;10,5;;;Zlı;dosková;prefabrikovanı elezobetón;36;86;252;pod¾a tabuliek;Úèelová komunikácia;19.3879935050;48.8018883880;Štát;Banskobystrickı kraj;Banská Bystrica;10;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;091;3541;M2075;66_091 Most cez podchod pre peších a potok Ráztoka v obci Nemecká;1972;;1;3,2;;11,5;10,5;;;Ve¾mi dobrı;dosková;prefabrikovanı elezobetón;19;38;244;pod¾a tabuliek;Podchod pre chodcov;19.4035432780;48.8096208340;Štát;Banskobystrickı kraj;Brezno;12;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;090;3541;M4671;66_090 Most cez potok Bukovec za obcou Brusno;1972;;1;5;;11,5;10,5;;;Dobrı;dosková;prefabrikovanı elezobetón;36;78;357;pod¾a tabuliek;Vodnı tok,  Vodnı tok;19.3938077620;48.8043833620;Štát;Banskobystrickı kraj;Brezno;12;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;093;3546;M1560;66-093 Most cez potok a roklinu v Zámostí - Predjanej;1972;;3;60,42;;13;10,5;;;Ve¾mi dobrı;dosková;prefabrikovanı predpätı betón;32;78;230;zaaovacou skúškou;Vodnı tok;19.4413838510;48.8163829990;Štát;Banskobystrickı kraj;Brezno;13;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;092;3546;M2821;66_092 Most cez potok a po¾nú cestu pri obci Nemecká;1972;;1;8;;11,5;10,5;;;Ve¾mi dobrı;trámová;prefabrikovanı elezobetón;36;89;246;pod¾a tabuliek;Vodnı tok;19.4133279210;48.8151875710;Štát;Banskobystrickı kraj;Brezno;13;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;093A;3546;M4089;66_093A Most cez potok, roklinu a cestu v Zámostí;1972;;3;68,5;;13;10,5;;;Ve¾mi dobrı;dosková;prefabrikovanı predpätı betón;32;78;230;zaaovacou skúškou;Úèelová komunikácia;19.4430547350;48.8157165400;Štát;Banskobystrickı kraj;Brezno;13;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;095;3553;M4737;66_095 Most cez miestnu komunikáciu - príjazdná na eleznicu  - v obci Predjná;1969;;3;31;;11,7;10,5;;;Dobrı;dosková;prefabrikovanı elezobetón;37;92;238;pod¾a tabuliek;Miestna komunikácia;19.4654603260;48.8103857330;Štát;Banskobystrickı kraj;Brezno;16;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;095B;3553;M5095;66_095B Most cez náhon na hydrocentrálu v obci Podbrezová-Lopej;1969;;1;21,08;;9,5;;;;Dobrı;dosková;prefabrikovanı elezobetón;29;55;254;pod¾a tabuliek;Kanál;19.4910256980;48.8139414660;Štát;Banskobystrickı kraj;Brezno;16;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;095A;3553;M5243;66_095A Most cez potok Ve¾kı Grápe¾ za obcou Predajná;1969;;1;3,5;;12,5;10,5;;;Dobrı;klenbová;monolitickı prostı betón;50;130;307;pod¾a tabuliek;Vodnı tok;19.4827969490;48.8131360400;Štát;Banskobystrickı kraj;Brezno;16;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;096;3553;M5415;66_096 Most cez Vajskovskı ptok v obci Podbrezová-Lopej;1970;;1;12,6;;12,5;10,5;;;Dobrı;dosková;prefabrikovanı predpätı betón;18;62;297;pod¾a tabuliek;Vodnı tok;19.4975272000;48.8170284140;Štát;Banskobystrickı kraj;Brezno;16;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;094;3553;M6830;66_094 Most cez Jaseniansky potok a miestnu komunikáciu v obci Predajná;1969;;1;12,15;;11,5;10,5;;;Dobrı;dosková;prefabrikovanı predpätı betón;20;65;275;pod¾a tabuliek;Vodnı tok;19.4605177310;48.8094278450;Štát;Banskobystrickı kraj;Brezno;16;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;097;3557;M2574;66_097 Most cez zrákovı potok v obci Podbrezová-Lopej;1967;;1;4,16;;11,95;9,95;;;Uspokojivı;dosková;prefabrikovanı predpätı betón;22;52;125;pod¾a tabuliek;Vodnı tok;19.5027140440;48.8174021900;Štát;Banskobystrickı kraj;Brezno;17;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;098;3557;M7208;66_098 Most cez Brezovskı potok v obci Podbrezová-Skalica;1968;;1;4,16;;11,75;9,15;;;Dobrı;dosková;prefabrikovanı elezobetón;34;100;360;pod¾a tabuliek;Vodnı tok;19.5175455700;48.8103560740;Štát;Banskobystrickı kraj;Brezno;17;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;100A;3557;M776;66_100A Most cez potok Hnusnô pri hasièskej zbrojnici v obci Podbrezová;1940;;1;5;;8;8;;;Dobrı;dosková;monolitickı elezobetón;50;60;100;odhadom;Vodnı tok;19.5392401380;48.8101605700;Štát;Banskobystrickı kraj;Brezno;17;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;102;3560;M3489;66-102 Most cez potok Bystrianka v Podbrezovej;1968;A;1;11,28;;12,5;10,8;;;Ve¾mi zlı;dosková;prefabrikovanı predpätı betón;26;78;262;pod¾a tabuliek;Vodnı tok;19.5472413660;48.8058073240;Štát;Banskobystrickı kraj;Brezno;19;13;;
Slovenská správa ciest - IVSC Banská Bystrica;cesta I. triedy;000066;103;3562;M4295;66_103 Most cez zrákovı potok za obcou Valaská;1969;;1;2,96;;11,7;10,5;;;Uspokojivı;dosková;prefabrikovanı predpätı betón;27;55;120;pod¾a tabuliek;Vodnı tok;19.5751660480;48.8127518890;Štát;Banskobystrickı kraj;Brezno;21;13;;
