,ck_trieda,ck_cislo,spravcovske_cislo,ID_most,rok_postavenia,stav_kod,stav_slovom,lon,lat,rok_data
16149,Diaľnica,D1,157,M4760,2004.0,3,Dobrý,18.329928732,49.05690281,2022
16150,Diaľnica,D1,153,M2396,1998.0,2,Veľmi dobrý,18.30210539,49.045772251,2022
16151,Diaľnica,D1,152,M2060,1998.0,2,Veľmi dobrý,18.298962231,49.045585898,2022
16152,Diaľnica,D1,152,M2060,1998.0,2,Veľmi dobrý,18.298962231,49.045585898,2022
16153,Diaľnica,D1,149,M178,1998.0,4,Uspokojivý,18.27334465,49.036891869,2022
16154,Diaľnica,D1,150,M50,1998.0,2,Veľmi dobrý,18.283995925,49.045310864,2022
16155,Diaľnica,D1,151,M3695,1998.0,1,Bezchybný,18.288153526,49.045969577,2022
16156,Diaľnica,D1,139,M4453,1998.0,2,Veľmi dobrý,18.156119908,48.969873244,2022
16157,Diaľnica,D1,142,M1018,1998.0,2,Veľmi dobrý,18.190840239,48.984125636,2022
16158,Diaľnica,D1,129,M2837,1996.0,1,Bezchybný,18.024301974,48.91280347,2022
16159,Diaľnica,D1,130,M7454,1996.0,1,Bezchybný,18.034996852,48.913912461,2022
16160,Diaľnica,D1,131,M5831,1996.0,1,Bezchybný,18.03578066,48.91371689,2022
16161,Diaľnica,D1,132,M661,1996.0,2,Veľmi dobrý,18.0460664,48.913463597,2022
16162,Diaľnica,D1,133A,M2625,1996.0,1,Bezchybný,18.07035439,48.92081352,2022
16163,Diaľnica,D1,134A,M5230,1996.0,1,Bezchybný,18.074981705,48.922573536,2022
16164,Diaľnica,D1,135,M1882,1996.0,1,Bezchybný,18.087004794,48.931937605,2022
16165,Diaľnica,D1,137A,M7172,1996.0,1,Bezchybný,18.126226203,48.957630962,2022
16166,Diaľnica,D1,127,M4074,1996.0,4,Uspokojivý,17.999367338,48.908694208,2022
16167,Diaľnica,D1,125,M2882,1996.0,3,Dobrý,17.990572513,48.904405949,2022
16168,Diaľnica,D1,122,M3417,1996.0,2,Veľmi dobrý,17.976367806,48.876593116,2022
16169,Diaľnica,D1,123,M4069,1996.0,2,Veľmi dobrý,17.980587214,48.88211722,2022
16170,Diaľnica,D1,124,M1811,1996.0,1,Bezchybný,17.982464456,48.894338171,2022
16171,Diaľnica,D1,114B,M814,1998.0,2,Veľmi dobrý,17.906489123,48.811625991,2022
16172,Diaľnica,D1,116,M6079,1998.0,1,Bezchybný,17.928297089,48.832414126,2022
16173,Diaľnica,D1,117,M130,1997.0,1,Bezchybný,17.932262484,48.834928268,2022
16174,Diaľnica,D1,118,M6221,1997.0,1,Bezchybný,17.936040314,48.837575965,2022
16175,Diaľnica,D1,111,M6520,1998.0,3,Dobrý,17.868918203,48.763550834,2022
16176,Diaľnica,D1,113,M308,1997.0,1,Bezchybný,17.887168691,48.789460866,2022
16177,Diaľnica,D1,114,M6881,1998.0,2,Veľmi dobrý,17.905892427,48.808389736,2022
16178,Diaľnica,D1,114B,M814,1998.0,2,Veľmi dobrý,17.906489123,48.811625991,2022
16179,Diaľnica,D1,102,M6731,1998.0,2,Veľmi dobrý,17.872560874,48.681932861,2022
16180,Diaľnica,D1,103,M1796,1998.0,1,Bezchybný,17.872394705,48.686586285,2022
16181,Diaľnica,D1,104,M906,1998.0,2,Veľmi dobrý,17.872119832,48.694370519,2022
16182,Diaľnica,D1,105,M992,1998.0,3,Dobrý,17.871790584,48.703812142,2022
16183,Diaľnica,D1,106,M2358,1998.0,3,Dobrý,17.874614162,48.719502461,2022
16184,Diaľnica,D1,107,M340,1998.0,3,Dobrý,17.870012621,48.730704637,2022
16185,Diaľnica,D1,109,M7284,1998.0,2,Veľmi dobrý,17.860384078,48.748529372,2022
16186,Diaľnica,D1,101,M3505,1998.0,3,Dobrý,17.873039518,48.673139075,2022
16187,Diaľnica,D1,97,M7145,1998.0,1,Bezchybný,17.844275301,48.649256783,2022
16188,Diaľnica,D1,98,M2727,1998.0,4,Uspokojivý,17.854551232,48.651295535,2022
16189,Diaľnica,D1,99,M3287,1998.0,3,Dobrý,17.867266898,48.659574744,2022
16190,Diaľnica,D1,100,M7768,1998.0,1,Bezchybný,17.871916172,48.66701855,2022
16191,Diaľnica,D1,96,M6412,1988.0,4,Uspokojivý,17.838863722,48.649139733,2022
16192,Diaľnica,D1,96,M6412,1988.0,4,Uspokojivý,17.838863722,48.649139733,2022
16193,Diaľnica,D1,95,M4971,1988.0,1,Bezchybný,17.835273984,48.648991787,2022
16194,Diaľnica,D1,93,M5353,1988.0,4,Uspokojivý,17.803095978,48.619467716,2022
16195,Diaľnica,D1,86,M4401,1985.0,4,Uspokojivý,17.789041748,48.55579027,2022
16196,Diaľnica,D1,88,M4398,1985.0,3,Dobrý,17.789768171,48.585964508,2022
16197,Diaľnica,D1,90,M5483,1985.0,2,Veľmi dobrý,17.79004575,48.588994728,2022
16198,Diaľnica,D1,79,M1030,1985.0,3,Dobrý,17.75175978,48.486943679,2022
16199,Diaľnica,D1,81,M3604,1985.0,4,Uspokojivý,17.759543569,48.496313702,2022
16200,Diaľnica,D1,78,M2567,1985.0,3,Dobrý,17.743380605,48.472028259,2022
16201,Diaľnica,D1,76,M477,1983.0,3,Dobrý,17.738936523,48.444826827,2022
16202,Diaľnica,D1,66,M6393,1983.0,3,Dobrý,17.72164122,48.372128803,2022
16203,Diaľnica,D1,67,M2422,1982.0,3,Dobrý,17.722466501,48.372571227,2022
16204,Diaľnica,D1,69,M2838,1983.0,3,Dobrý,17.732551646,48.379310753,2022
16205,Diaľnica,D1,71,M713,1983.0,4,Uspokojivý,17.746678286,48.398886586,2022
16206,Diaľnica,D1,73,M6656,1983.0,5,Zlý,17.744984408,48.423486016,2022
16207,Diaľnica,D1,74,M5097,1983.0,3,Dobrý,17.742745234,48.428502276,2022
16208,Diaľnica,D1,61,M908,1983.0,3,Dobrý,17.64170966,48.344145717,2022
16209,Diaľnica,D1,64,M5741,1983.0,3,Dobrý,17.683922914,48.360341472,2022
16210,Diaľnica,D1,55,M3292,1978.0,3,Dobrý,17.601094182,48.322172701,2022
16211,Diaľnica,D1,56,M2743,1978.0,3,Dobrý,17.603588513,48.323275806,2022
16212,Diaľnica,D1,57,M7237,1978.0,3,Dobrý,17.606012614,48.324381209,2022
16213,Diaľnica,D1,58,M2135,1978.0,4,Uspokojivý,17.615598925,48.329059542,2022
16214,Diaľnica,D1,50,M2887,1978.0,5,Zlý,17.519182117,48.300142721,2022
16215,Diaľnica,D1,52,M3616,1978.0,3,Dobrý,17.547862085,48.305501292,2022
16216,Diaľnica,D1,45,M3328,1978.0,4,Uspokojivý,17.443673656,48.256849288,2022
16217,Diaľnica,D1,47,M5196,1978.0,4,Uspokojivý,17.468247617,48.277046017,2022
16218,Diaľnica,D1,41,M3520,1975.0,4,Uspokojivý,17.393192901,48.244669734,2022
16219,Diaľnica,D1,42,M6987,1975.0,2,Veľmi dobrý,17.397245981,48.24519634,2022
16220,Diaľnica,D1,38,M6246,1975.0,1,Bezchybný,17.352648877,48.228151217,2022
16221,Diaľnica,D1,39,M3266,1974.0,3,Dobrý,17.355141737,48.229755618,2022
16222,Diaľnica,D1,D1-034A,M9885,2020.0,1,Bezchybný,17.2615,48.21264,2022
16223,Diaľnica,D1,32,M5104,1975.0,5,Zlý,17.23338562,48.202497219,2022
16224,Diaľnica,D1,33,M1397,1975.0,1,Bezchybný,17.245153828,48.207883489,2022
16225,Diaľnica,D1,31,M4341,1975.0,4,Uspokojivý,17.223845377,48.196890527,2022
16226,Diaľnica,D1,D1-031 A,M9863,2021.0,-1,Neznámy,17.22939,48.20026,2022
16227,Diaľnica,D1,30,M6399,1975.0,4,Uspokojivý,17.21865105,48.19409928,2022
16228,Diaľnica,D1,023A,M1573,2002.0,3,Dobrý,17.181683541,48.154737047,2022
16229,Diaľnica,D1,023A,M1573,2002.0,3,Dobrý,17.181683541,48.154737047,2022
16230,Diaľnica,D1,023A,M1573,2002.0,3,Dobrý,17.181683541,48.154737047,2022
16231,Diaľnica,D1,023A,M1573,2002.0,3,Dobrý,17.181683541,48.154737047,2022
16232,Diaľnica,D1,23,M9418,1991.0,3,Dobrý,17.168345,48.142185,2022
16233,Diaľnica,D1,24,M9416,1991.0,3,Dobrý,17.169025,48.142203,2022
16234,Diaľnica,D1,023A,M1573,2002.0,3,Dobrý,17.181683541,48.154737047,2022
16235,Diaľnica,D1,016A,M4934,1985.0,1,Bezchybný,17.14470915,48.138375868,2022
16236,Diaľnica,D1,020A,M6943,1988.0,1,Bezchybný,17.150978581,48.141703452,2022
16237,Diaľnica,D1,15,M5654,1984.0,1,Bezchybný,17.140275166,48.134895618,2022
16238,Diaľnica,D1,016A,M4934,1985.0,1,Bezchybný,17.14470915,48.138375868,2022
16239,Diaľnica,D1,014A,M2272,1983.0,1,Bezchybný,17.134031982,48.131617806,2022
16240,Diaľnica,D1,15,M5654,1984.0,1,Bezchybný,17.140275166,48.134895618,2022
16241,Diaľnica,D1,009A,M3692,2005.0,1,Bezchybný,17.130678145,48.131045987,2022
16242,Diaľnica,D1,014A,M2272,1983.0,1,Bezchybný,17.134031982,48.131617806,2022
16243,Diaľnica,D1,208,M9940,2021.0,-1,Neznámy,18.72753,49.17774,2022
16244,Diaľnica,D1,217.1,M9764,2015.0,2,Veľmi dobrý,18.89398,49.13447,2022
16245,Diaľnica,D1,217,M9765,2015.0,2,Veľmi dobrý,18.89648,49.13374,2022
16246,Diaľnica,D1,217,M9765,2015.0,2,Veľmi dobrý,18.89648,49.13374,2022
16247,Diaľnica,D1,218 M,M9652,2014.0,1,Bezchybný,18.90329,49.13165,2022
16248,Diaľnica,D1,219 M,M9654,2014.0,2,Veľmi dobrý,18.91062,49.12904,2022
16249,Diaľnica,D1,220 M,M9655,2014.0,1,Bezchybný,18.9169,49.12532,2022
16250,Diaľnica,D1,221,M9737,2014.0,1,Bezchybný,18.92418,49.12282,2022
16251,Diaľnica,D1,221,M9737,2014.0,1,Bezchybný,18.92439,49.1229,2022
16252,Diaľnica,D1,222,M9738,2015.0,2,Veľmi dobrý,18.94624,49.11266,2022
16253,Diaľnica,D1,223.1,M9743,2013.0,1,Bezchybný,18.95709,49.10768,2022
16254,Diaľnica,D1,223,M9744,2014.0,1,Bezchybný,18.95738,49.10869,2022
16255,Diaľnica,D1,223,M9744,2014.0,1,Bezchybný,18.95738,49.10869,2022
16256,Diaľnica,D1,224,M9754,2014.0,2,Veľmi dobrý,18.97947,49.10755,2022
16257,Diaľnica,D1,224,M9754,2014.0,2,Veľmi dobrý,18.97943,49.10743,2022
16258,Diaľnica,D1,226,M9753,2014.0,2,Veľmi dobrý,18.99198,49.10339,2022
16259,Diaľnica,D1,226,M9753,2014.0,2,Veľmi dobrý,18.99214,49.10349,2022
16260,Diaľnica,D1,230,M9752,2015.0,2,Veľmi dobrý,19.01621,49.10182,2022
16261,Diaľnica,D1,231,M9751,2015.0,1,Bezchybný,19.02066,49.10028,2022
16262,Diaľnica,D1,232,M9749,2014.0,2,Veľmi dobrý,19.03658,49.1014,2022
16263,Diaľnica,D1,232,M9749,2014.0,2,Veľmi dobrý,19.03668,49.1013,2022
16264,Diaľnica,D1,233,M9748,2014.0,2,Veľmi dobrý,19.03999,49.10227,2022
16265,Diaľnica,D1,233,M9748,2014.0,2,Veľmi dobrý,19.03995,49.10214,2022
16266,Diaľnica,D1,235,M9736,2015.0,2,Veľmi dobrý,19.05022,49.10628,2022
16267,Diaľnica,D1,236,M9739,2015.0,3,Dobrý,19.06691,49.12039,2022
16268,Diaľnica,D1,236,M9739,2015.0,3,Dobrý,19.06697,49.12048,2022
16269,Diaľnica,D1,236,M9739,2015.0,3,Dobrý,19.06691,49.12039,2022
16270,Diaľnica,D1,236,M9739,2015.0,3,Dobrý,19.06697,49.12048,2022
16271,Diaľnica,D1,237,M9762,2014.0,2,Veľmi dobrý,19.06745,49.12439,2022
16272,Diaľnica,D1,237,M9762,2014.0,2,Veľmi dobrý,19.06723,49.12415,2022
16273,Diaľnica,D1,238,M9763,2015.0,2,Veľmi dobrý,19.07105,49.13211,2022
16274,Diaľnica,D1,224,M9754,2014.0,2,Veľmi dobrý,18.97947,49.10755,2022
16275,Diaľnica,D1,224,M9754,2014.0,2,Veľmi dobrý,18.97943,49.10743,2022
16276,Diaľnica,D1,226,M9753,2014.0,2,Veľmi dobrý,18.99198,49.10339,2022
16277,Diaľnica,D1,226,M9753,2014.0,2,Veľmi dobrý,18.99214,49.10349,2022
16278,Diaľnica,D1,230,M9752,2015.0,2,Veľmi dobrý,19.01621,49.10182,2022
16279,Diaľnica,D1,231,M9751,2015.0,1,Bezchybný,19.02066,49.10028,2022
16280,Diaľnica,D1,232,M9749,2014.0,2,Veľmi dobrý,19.03658,49.1014,2022
16281,Diaľnica,D1,232,M9749,2014.0,2,Veľmi dobrý,19.03668,49.1013,2022
16282,Diaľnica,D1,233,M9748,2014.0,2,Veľmi dobrý,19.03999,49.10227,2022
16283,Diaľnica,D1,233,M9748,2014.0,2,Veľmi dobrý,19.03995,49.10214,2022
16284,Diaľnica,D1,235,M9736,2015.0,2,Veľmi dobrý,19.05022,49.10628,2022
16285,Diaľnica,D1,236,M9739,2015.0,3,Dobrý,19.06691,49.12039,2022
16286,Diaľnica,D1,236,M9739,2015.0,3,Dobrý,19.06697,49.12048,2022
16287,Diaľnica,D1,236,M9739,2015.0,3,Dobrý,19.06691,49.12039,2022
16288,Diaľnica,D1,236,M9739,2015.0,3,Dobrý,19.06697,49.12048,2022
16289,Diaľnica,D1,237,M9762,2014.0,2,Veľmi dobrý,19.06745,49.12439,2022
16290,Diaľnica,D1,237,M9762,2014.0,2,Veľmi dobrý,19.06723,49.12415,2022
16291,Diaľnica,D1,217,M9765,2015.0,2,Veľmi dobrý,18.89648,49.13374,2022
16292,Diaľnica,D1,218 M,M9652,2014.0,1,Bezchybný,18.90329,49.13165,2022
16293,Diaľnica,D1,219 M,M9654,2014.0,2,Veľmi dobrý,18.91062,49.12904,2022
16294,Diaľnica,D1,220 M,M9655,2014.0,1,Bezchybný,18.9169,49.12532,2022
16295,Diaľnica,D1,221,M9737,2014.0,1,Bezchybný,18.92418,49.12282,2022
16296,Diaľnica,D1,221,M9737,2014.0,1,Bezchybný,18.92439,49.1229,2022
16297,Diaľnica,D1,222,M9738,2015.0,2,Veľmi dobrý,18.94624,49.11266,2022
16298,Diaľnica,D1,200,M5435,1976.0,4,Uspokojivý,19.412598916,49.091271557,2022
16299,Diaľnica,D1,204,M5245,1978.0,4,Uspokojivý,19.445052134,49.093865181,2022
16300,Diaľnica,D1,205,M1227,1976.0,3,Dobrý,19.463303688,49.088353818,2022
16301,Diaľnica,D1,206,M1521,1978.0,4,Uspokojivý,19.475691289,49.088234055,2022
16302,Diaľnica,D1,207,M3949,1976.0,2,Veľmi dobrý,19.503814131,49.088283055,2022
16303,Diaľnica,D1,208,M7309,1976.0,2,Veľmi dobrý,19.514036473,49.091883404,2022
16304,Diaľnica,D1,209,M555,1978.0,4,Uspokojivý,19.552235424,49.086005754,2022
16305,Diaľnica,D1,210,M5603,1971.0,2,Veľmi dobrý,19.586105157,49.080624896,2022
16306,Diaľnica,D1,213,M5731,1971.0,3,Dobrý,19.596627139,49.075222208,2022
16307,Diaľnica,D1,027F,M6320,1976.0,3,Dobrý,19.599641868,49.074302082,2022
16308,Diaľnica,D1,027E,M2177,1976.0,3,Dobrý,19.596986435,49.07515859,2022
16309,Diaľnica,D1,213 2,M2000,1975.0,4,Uspokojivý,19.597009718,49.075782766,2022
16310,Diaľnica,D1,212,M7318,1974.0,4,Uspokojivý,19.596053819,49.074761283,2022
16311,Diaľnica,D1,216,M2004,1976.0,4,Uspokojivý,19.617124023,49.072354162,2022
16312,Diaľnica,D1,217,M4831,1976.0,4,Uspokojivý,19.63130978,49.068284469,2022
16313,Diaľnica,D1,219,M1546,1976.0,4,Uspokojivý,19.680270745,49.056446924,2022
16314,Diaľnica,D1,220,M1279,1983.0,3,Dobrý,19.691368339,49.057214799,2022
16315,Diaľnica,D1,221,M2123,1983.0,3,Dobrý,19.702670611,49.055882095,2022
16316,Diaľnica,D1,222,M6884,1984.0,2,Veľmi dobrý,19.703734229,49.05551834,2022
16317,Diaľnica,D1,224,M595,1984.0,3,Dobrý,19.725289091,49.054512134,2022
16318,Diaľnica,D1,228,M6560,1984.0,4,Uspokojivý,19.744116785,49.059277045,2022
16319,Diaľnica,D1,229,M4023,1984.0,5,Zlý,19.746653321,49.05944052,2022
16320,Diaľnica,D1,227,M1380,1983.0,3,Dobrý,19.743801524,49.058352017,2022
16321,Diaľnica,D1,226,M5750,1984.0,2,Veľmi dobrý,19.74356883,49.058524766,2022
16322,Diaľnica,D1,230,M5069,1990.0,4,Uspokojivý,19.761220455,49.056689329,2022
16323,Diaľnica,D1,231,M4425,1995.0,2,Veľmi dobrý,19.773474109,49.053353651,2022
16324,Diaľnica,D1,232,M4910,1985.0,3,Dobrý,19.8064609,49.055752855,2022
16325,Diaľnica,D1,234,M6414,1990.0,3,Dobrý,19.824220869,49.056991408,2022
16326,Diaľnica,D1,235,M7580,1985.0,3,Dobrý,19.832518883,49.057593868,2022
16327,Diaľnica,D1,236,M7540,1993.0,4,Uspokojivý,19.846221974,49.055705506,2022
16328,Diaľnica,D1,238,M2527,1998.0,1,Bezchybný,19.865544039,49.058821862,2022
16329,Diaľnica,D1,239,M615,1998.0,1,Bezchybný,19.891096136,49.068895187,2022
16330,Diaľnica,D1,241,M6805,1998.0,1,Bezchybný,19.904184573,49.071072764,2022
16331,Diaľnica,D1,1,M2959,1998.0,1,Bezchybný,19.914856726,49.070217727,2022
16332,Diaľnica,D1,243,M233,1998.0,1,Bezchybný,19.9241758,49.068270165,2022
16333,Diaľnica,D1,244,M4787,1998.0,1,Bezchybný,19.929117545,49.067266942,2022
16334,Diaľnica,D1,245,M2251,1998.0,1,Bezchybný,19.941233916,49.06608332,2022
16335,Diaľnica,D1,246,M4110,1998.0,1,Bezchybný,19.947173859,49.064850913,2022
16336,Diaľnica,D1,247,M2279,1998.0,1,Bezchybný,19.963633883,49.064953936,2022
16337,Diaľnica,D1,248,M1378,1998.0,1,Bezchybný,19.974034748,49.069239034,2022
16338,Diaľnica,D1,250.2,M5135,1700.0,3,Dobrý,19.988579154,49.071721241,2022
16339,Diaľnica,D1,1,M1254,1998.0,2,Veľmi dobrý,19.98808654,49.070401559,2022
16340,Diaľnica,D1,250,M2561,2008.0,3,Dobrý,19.990267712,49.070517696,2022
16341,Diaľnica,D1,251,M3387,2007.0,3,Dobrý,19.996629374,49.069434363,2022
16342,Diaľnica,D1,252,M5571,2008.0,3,Dobrý,20.016148444,49.070137832,2022
16343,Diaľnica,D1,253,M6209,2008.0,3,Dobrý,20.023628347,49.069394393,2022
16344,Diaľnica,D1,254,M335,2008.0,3,Dobrý,20.038111733,49.069779802,2022
16345,Diaľnica,D1,255,M5871,2008.0,3,Dobrý,20.045440539,49.068589157,2022
16346,Diaľnica,D1,258,M5694,2007.0,3,Dobrý,20.083780009,49.064183088,2022
16347,Diaľnica,D1,259,M2885,2007.0,4,Uspokojivý,20.090869318,49.067235408,2022
16348,Diaľnica,D1,obj. 211,M4557,2008.0,3,Dobrý,20.082419344,49.066517515,2022
16349,Diaľnica,D1,259,M2885,2007.0,4,Uspokojivý,20.090869318,49.067235408,2022
16350,Diaľnica,D1,260,M470,2007.0,3,Dobrý,20.096155308,49.069807067,2022
16351,Diaľnica,D1,262,M6368,2007.0,2,Veľmi dobrý,20.118169145,49.072069856,2022
16352,Diaľnica,D1,265,M9444,2009.0,3,Dobrý,20.14747,49.06426,2022
16353,Diaľnica,D1,267,M9445,2009.0,2,Veľmi dobrý,20.164292,49.067285,2022
16354,Diaľnica,D1,268,M9446,2009.0,3,Dobrý,20.178179,49.06522,2022
16355,Diaľnica,D1,270,M9447,2009.0,3,Dobrý,20.196356,49.064767,2022
16356,Diaľnica,D1,264,M2855,1000.0,2,Veľmi dobrý,20.246515409,49.063993623,2022
16357,Diaľnica,D1,264,M2855,1000.0,2,Veľmi dobrý,20.246515409,49.063993623,2022
16358,Diaľnica,D1,272,M6623,2008.0,3,Dobrý,20.265529573,49.066760333,2022
16359,Diaľnica,D1,273,M3670,2008.0,3,Dobrý,20.275701984,49.073067199,2022
16360,Diaľnica,D1,276,M3836,2008.0,3,Dobrý,20.316224369,49.074067997,2022
16361,Diaľnica,D1,277,M9448,2008.0,3,Dobrý,20.325478,49.071784,2022
16362,Diaľnica,D1,278,M2862,2008.0,3,Dobrý,20.328731682,49.071259662,2022
16363,Diaľnica,D1,278,M2862,2008.0,3,Dobrý,20.328731682,49.071259662,2022
16364,Diaľnica,D1,,M1286,2008.0,3,Dobrý,0.0,0.0,2022
16365,Diaľnica,D1,,M5052,2008.0,3,Dobrý,0.0,0.0,2022
16366,Diaľnica,D1,,M1286,2008.0,3,Dobrý,0.0,0.0,2022
16367,Diaľnica,D1,277.1,M1682,2008.0,3,Dobrý,20.325729202,49.072790921,2022
16368,Diaľnica,D1,278,M2862,2008.0,3,Dobrý,20.328731682,49.071259662,2022
16369,Diaľnica,D1,280,M6474,2008.0,4,Uspokojivý,20.357439921,49.059288346,2022
16370,Diaľnica,D1,281,M5826,2008.0,4,Uspokojivý,20.367491962,49.050723155,2022
16371,Diaľnica,D1,282,M4029,2008.0,3,Dobrý,0.0,0.0,2022
16372,Diaľnica,D1,284,M4125,2008.0,3,Dobrý,20.406564732,49.037322574,2022
16373,Diaľnica,D1,285,M4297,2008.0,3,Dobrý,20.429834605,49.035839547,2022
16374,Diaľnica,D1,287,M2523,2008.0,3,Dobrý,20.441011124,49.019784632,2022
16375,Diaľnica,D1,287,M2523,2008.0,3,Dobrý,20.441011124,49.019784632,2022
16376,Diaľnica,D1,288,M6049,2008.0,3,Dobrý,20.448290638,49.016685808,2022
16377,Diaľnica,D1,288,M6049,2008.0,3,Dobrý,20.448290638,49.016685808,2022
16378,Diaľnica,D1,289,M9647,2013.0,2,Veľmi dobrý,20.4548,49.01318,2022
16379,Diaľnica,D1,290,M9646,2015.0,3,Dobrý,20.46786,49.00687,2022
16380,Diaľnica,D1,291,M9645,2015.0,2,Veľmi dobrý,20.48912,49.00242,2022
16381,Diaľnica,D1,292,M9644,2015.0,2,Veľmi dobrý,20.51484,49.00095,2022
16382,Diaľnica,D1,293,M9643,2015.0,3,Dobrý,20.5206,49.00056,2022
16383,Diaľnica,D1,295,M9641,2013.0,2,Veľmi dobrý,20.53686,49.00227,2022
16384,Diaľnica,D1,296,M9640,2015.0,3,Dobrý,20.5655,49.0019,2022
16385,Diaľnica,D1,297,M9786,2015.0,2,Veľmi dobrý,20.5723,49.00392,2022
16386,Diaľnica,D1,298,M9730,2015.0,2,Veľmi dobrý,20.57491,49.00441,2022
16387,Diaľnica,D1,299,M9734,2015.0,2,Veľmi dobrý,20.57546,49.00454,2022
16388,Diaľnica,D1,299,M9734,2015.0,2,Veľmi dobrý,20.57546,49.00454,2022
16389,Diaľnica,D1,299,M9734,2015.0,2,Veľmi dobrý,20.57546,49.00454,2022
16390,Diaľnica,D1,300,M9715,2015.0,2,Veľmi dobrý,20.58455,49.00557,2022
16391,Diaľnica,D1,301,M9716,2015.0,2,Veľmi dobrý,20.59233,49.0073,2022
16392,Diaľnica,D1,302,M9717,2015.0,2,Veľmi dobrý,20.60351,49.00981,2022
16393,Diaľnica,D1,303,M9718,2015.0,2,Veľmi dobrý,20.62721,49.00765,2022
16394,Diaľnica,D1,304,M9719,2015.0,2,Veľmi dobrý,20.63652,49.00624,2022
16395,Diaľnica,D1,305,M9735,2015.0,2,Veľmi dobrý,20.65539,49.00783,2022
16396,Diaľnica,D1,306,M9781,2015.0,1,Bezchybný,20.6645,49.00955,2022
16397,Diaľnica,D1,307,M9782,2015.0,1,Bezchybný,20.67818,49.00788,2022
16398,Diaľnica,D1,308,M9639,2015.0,2,Veľmi dobrý,20.69153,49.00631,2022
16399,Diaľnica,D1,312,M9783,2010.0,1,Bezchybný,20.70278,49.00686,2022
16400,Diaľnica,D1,313,M9343,2012.0,2,Veľmi dobrý,20.704626,49.007022,2022
16401,Diaľnica,D1,312,M9783,2010.0,1,Bezchybný,20.70278,49.00686,2022
16402,Diaľnica,D1,312,M9783,2010.0,1,Bezchybný,20.70278,49.00686,2022
16403,Diaľnica,D1,315,M9365,2011.0,4,Uspokojivý,20.713812,49.007923,2022
16404,Diaľnica,D1,316,M9449,2009.0,3,Dobrý,20.732175,49.008872,2022
16405,Diaľnica,D1,317,M9403,2010.0,2,Veľmi dobrý,20.744133,49.007076,2022
16406,Diaľnica,D1,319,M9400,2010.0,2,Veľmi dobrý,20.756304,49.007948,2022
16407,Diaľnica,D1,320,M9396,2011.0,3,Dobrý,20.764578,49.007706,2022
16408,Diaľnica,D1,321,M9402,2010.0,3,Dobrý,20.776805,49.006522,2022
16409,Diaľnica,D1,323,M9623,2003.0,3,Dobrý,20.81068,49.0089,2022
16410,Diaľnica,D1,323,M9623,2003.0,3,Dobrý,20.81068,49.0089,2022
16411,Diaľnica,D1,315,M9365,2011.0,4,Uspokojivý,20.713812,49.007923,2022
16412,Diaľnica,D1,316,M9449,2009.0,3,Dobrý,20.732175,49.008872,2022
16413,Diaľnica,D1,317,M9403,2010.0,2,Veľmi dobrý,20.744133,49.007076,2022
16414,Diaľnica,D1,319,M9400,2010.0,2,Veľmi dobrý,20.756304,49.007948,2022
16415,Diaľnica,D1,320,M9396,2011.0,3,Dobrý,20.764578,49.007706,2022
16416,Diaľnica,D1,321,M9402,2010.0,3,Dobrý,20.776805,49.006522,2022
16417,Diaľnica,D1,313,M9343,2012.0,2,Veľmi dobrý,20.704626,49.007022,2022
16418,Diaľnica,D1,312,M9783,2010.0,1,Bezchybný,20.70278,49.00686,2022
16419,Diaľnica,D1,303,M9718,2015.0,2,Veľmi dobrý,20.62721,49.00765,2022
16420,Diaľnica,D1,304,M9719,2015.0,2,Veľmi dobrý,20.63652,49.00624,2022
16421,Diaľnica,D1,305,M9735,2015.0,2,Veľmi dobrý,20.65539,49.00783,2022
16422,Diaľnica,D1,306,M9781,2015.0,1,Bezchybný,20.6645,49.00955,2022
16423,Diaľnica,D1,307,M9782,2015.0,1,Bezchybný,20.67818,49.00788,2022
16424,Diaľnica,D1,308,M9639,2015.0,2,Veľmi dobrý,20.69153,49.00631,2022
16425,Diaľnica,D1,300,M9715,2015.0,2,Veľmi dobrý,20.58455,49.00557,2022
16426,Diaľnica,D1,301,M9716,2015.0,2,Veľmi dobrý,20.59233,49.0073,2022
16427,Diaľnica,D1,299,M9734,2015.0,2,Veľmi dobrý,20.57546,49.00454,2022
16428,Diaľnica,D1,297,M9786,2015.0,2,Veľmi dobrý,20.5723,49.00392,2022
16429,Diaľnica,D1,298,M9730,2015.0,2,Veľmi dobrý,20.57491,49.00441,2022
16430,Diaľnica,D1,295,M9641,2013.0,2,Veľmi dobrý,20.53686,49.00227,2022
16431,Diaľnica,D1,296,M9640,2015.0,3,Dobrý,20.5655,49.0019,2022
16432,Diaľnica,D1,292,M9644,2015.0,2,Veľmi dobrý,20.51484,49.00095,2022
16433,Diaľnica,D1,293,M9643,2015.0,3,Dobrý,20.5206,49.00056,2022
16434,Diaľnica,D1,291,M9645,2015.0,2,Veľmi dobrý,20.48912,49.00242,2022
16435,Diaľnica,D1,290,M9646,2015.0,3,Dobrý,20.46786,49.00687,2022
16436,Diaľnica,D1,289,M9647,2013.0,2,Veľmi dobrý,20.4548,49.01318,2022
16437,Diaľnica,D1,288,M6049,2008.0,3,Dobrý,20.448290638,49.016685808,2022
16438,Diaľnica,D1,287,M2523,2008.0,3,Dobrý,20.441011124,49.019784632,2022
