,ck_trieda,ck_cislo,spravcovske_cislo,ID_most,rok_postavenia,stav_kod,stav_slovom,lon,lat,rok_data
7235,Cesta III. triedy,3110,9,M4283,1979.0,5,Zlý,20.29785209,49.308292346,2021
7236,Cesta III. triedy,3120,1,M303,1952.0,5,Zlý,20.692856849,49.301181317,2021
7237,Cesta III. triedy,3128,6,M9546,1900.0,5,Zlý,20.63648,49.38221,2021
7238,Cesta III. triedy,3133,1,M2779,1967.0,5,Zlý,20.93218,49.21502,2021
7239,Cesta III. triedy,2054,2,M2436,1934.0,5,Zlý,18.84220447,49.273061193,2021
7240,Cesta III. triedy,2052,1,M1673,1964.0,5,Zlý,18.78771565,49.297800288,2021
7241,Cesta III. triedy,2051,5,M4079,1948.0,5,Zlý,18.866774175,49.334686429,2021
7242,Cesta III. triedy,3143,2,M4402,1974.0,5,Zlý,20.827136264,49.330229449,2021
7243,Cesta III. triedy,2051,4,M7394,1956.0,5,Zlý,18.865227875,49.334901107,2021
7244,Cesta III. triedy,3145,1,M1584,1975.0,5,Zlý,20.73028654,49.289597305,2021
7245,Cesta III. triedy,2035,5,M3472,1959.0,5,Zlý,18.94319055,49.312050718,2021
7246,Cesta III. triedy,3109,5,M5547,1953.0,5,Zlý,20.268218348,49.333961733,2021
7247,Cesta III. triedy,2035,4,M2333,1959.0,5,Zlý,18.93978664,49.315649951,2021
7248,Cesta III. triedy,2035,2,M6957,1958.0,5,Zlý,18.937543125,49.335980082,2021
7249,Cesta III. triedy,3146,3,M7311,1970.0,5,Zlý,20.692581691,49.252068751,2021
7250,Cesta III. triedy,2033,2,M5889,1975.0,5,Zlý,18.640053595,49.439831257,2021
7251,Cesta III. triedy,2026,10,M4028,1936.0,5,Zlý,18.5716886,49.452962664,2021
7252,Cesta III. triedy,2026,8,M5377,1947.0,5,Zlý,18.597986819,49.468442704,2021
7253,Cesta III. triedy,2026,6,M553,1974.0,5,Zlý,18.645895409,49.464660158,2021
7254,Cesta III. triedy,3150,1,M3072,1973.0,5,Zlý,20.846553706,49.257494433,2021
7255,Cesta III. triedy,2026,5,M3416,1974.0,5,Zlý,18.650804977,49.464372858,2021
7256,Cesta III. triedy,2026,2,M2470,1978.0,5,Zlý,18.681885109,49.421668248,2021
7257,Cesta III. triedy,2024,3,M5043,1948.0,5,Zlý,18.611817723,49.370908641,2021
7258,Cesta III. triedy,3150,2,M5630,1969.0,5,Zlý,20.848582184,49.266399978,2021
7259,Cesta III. triedy,2020,5,M7551,1972.0,5,Zlý,18.571839526,49.411824367,2021
7260,Cesta III. triedy,2020,1,M6746,1972.0,5,Zlý,18.597860197,49.413671175,2021
7261,Cesta III. triedy,2035,3,M5248,1956.0,5,Zlý,18.941461439,49.320300013,2021
7262,Cesta III. triedy,2075,1,M1156,1975.0,5,Zlý,18.931614826,49.237767837,2021
7263,Cesta III. triedy,2076,1,M6448,1963.0,5,Zlý,19.038489973,49.245260568,2021
7264,Cesta III. triedy,2086,1,M4202,1948.0,5,Zlý,18.782569408,49.1613829,2021
7265,Cesta III. triedy,3093,2,M7573,1928.0,5,Zlý,20.269265147,49.110565056,2021
7266,Cesta III. triedy,3094,4,M6436,1962.0,5,Zlý,20.420971736,49.08798088,2021
7267,Cesta III. triedy,2185,2,M5073,1932.0,5,Zlý,18.836464368,48.928444427,2021
7268,Cesta III. triedy,2183,6,M846,1963.0,5,Zlý,18.796391558,48.86352679,2021
7269,Cesta III. triedy,3098,2,M69,1957.0,5,Zlý,20.396567102,49.183850798,2021
7270,Cesta III. triedy,3098,3,M927,1963.0,5,Zlý,20.377675947,49.198183442,2021
7271,Cesta III. triedy,2174,1,M2739,1977.0,5,Zlý,18.866691755,48.864579006,2021
7272,Cesta III. triedy,3099,2,M7314,1971.0,5,Zlý,20.512835316,49.245571024,2021
7273,Cesta III. triedy,2159,2,M1358,1970.0,5,Zlý,18.863154632,48.953901026,2021
7274,Cesta III. triedy,2144,3,M4300,1965.0,5,Zlý,18.905831157,49.051864377,2021
7275,Cesta III. triedy,3099,3,M2646,1945.0,5,Zlý,20.520148436,49.238581389,2021
7276,Cesta III. triedy,3099,12,M2228,1932.0,5,Zlý,20.542087719,49.180599215,2021
7277,Cesta III. triedy,3102,2,M4579,1964.0,5,Zlý,20.331578476,49.126563741,2021
7278,Cesta III. triedy,2134,1,M2771,1934.0,5,Zlý,19.088257887,49.147495319,2021
7279,Cesta III. triedy,3105,1,M5078,1947.0,5,Zlý,20.47913,49.22368,2021
7280,Cesta III. triedy,2132,9,M5660,1958.0,5,Zlý,18.867995452,48.889129534,2021
7281,Cesta III. triedy,2132,1,M3435,1932.0,5,Zlý,19.02072224,49.082073732,2021
7282,Cesta III. triedy,2130,2,M1880,1959.0,5,Zlý,18.912738224,49.124606818,2021
7283,Cesta III. triedy,3107,2,M5371,1960.0,5,Zlý,20.487900824,49.269062587,2021
7284,Cesta III. triedy,3108,3,M6367,1953.0,5,Zlý,20.351803343,49.303713284,2021
7285,Cesta III. triedy,3108,5,M947,1972.0,5,Zlý,20.340469745,49.300160972,2021
7286,Cesta III. triedy,2112,3,M5116,1983.0,5,Zlý,18.568013031,48.984296675,2021
7287,Cesta III. triedy,2108,4,M7251,1000.0,5,Zlý,18.683265867,49.081526604,2021
7288,Cesta III. triedy,2106,4,M4329,1948.0,5,Zlý,18.717128892,49.093296877,2021
7289,Cesta III. triedy,3108,8,M2609,1978.0,5,Zlý,20.332570272,49.298019699,2021
7290,Cesta III. triedy,3109,3,M7525,1956.0,5,Zlý,20.285028839,49.342750737,2021
7291,Cesta III. triedy,2093,2,M4387,1935.0,5,Zlý,18.698837821,49.254866301,2021
7292,Cesta III. triedy,2092,7,M6733,1967.0,5,Zlý,18.628539655,49.329083381,2021
7293,Cesta III. triedy,2092,4,M5816,1960.0,5,Zlý,18.63117173,49.310609931,2021
7294,Cesta III. triedy,2018,2,M1519,1982.0,5,Zlý,18.729884665,49.490453832,2021
7295,Cesta III. triedy,2221,000A,M5805,1977.0,5,Zlý,19.434410906,49.097480541,2021
7296,Cesta III. triedy,3160,1,M4124,1936.0,5,Zlý,20.91969761,49.286460178,2021
7297,Cesta III. triedy,2017,6,M1698,1897.0,5,Zlý,18.842481138,49.378068749,2021
7298,Cesta III. triedy,1963,2,M7291,1980.0,5,Zlý,18.446158125,49.038399898,2021
7299,Cesta III. triedy,1953,2,M1506,1961.0,5,Zlý,18.216088626,49.106526943,2021
7300,Cesta III. triedy,3183,10,M5145,1964.0,5,Zlý,21.086214149,49.238376628,2021
7301,Cesta III. triedy,1947,4,M2544,1974.0,5,Zlý,18.460648887,49.030293066,2021
7302,Cesta III. triedy,1947,2,M7149,1971.0,5,Zlý,18.418684789,49.054493358,2021
7303,Cesta III. triedy,1947,1,M6490,1947.0,5,Zlý,18.387358472,49.065834274,2021
7304,Cesta III. triedy,1940,1,M1203,1969.0,5,Zlý,18.290778695,49.159378899,2021
7305,Cesta III. triedy,1938,1,M7465,1970.0,5,Zlý,18.244733561,49.192345462,2021
7306,Cesta III. triedy,3183,11,M4856,1965.0,5,Zlý,21.087437127,49.240897744,2021
7307,Cesta III. triedy,3183,13,M7667,1964.0,5,Zlý,21.091275552,49.273588992,2021
7308,Cesta III. triedy,1936,10,M4753,1960.0,5,Zlý,18.219341885,49.260930628,2021
7309,Cesta III. triedy,1936,8,M4830,1959.0,5,Zlý,18.218912464,49.255554101,2021
7310,Cesta III. triedy,1936,7,M5572,1958.0,5,Zlý,18.219165196,49.250313214,2021
7311,Cesta III. triedy,1967,6,M590,1976.0,5,Zlý,18.511152659,49.139808408,2021
7312,Cesta III. triedy,3187,1,M7706,1971.0,5,Zlý,21.005229538,49.155407763,2021
7313,Cesta III. triedy,3189,2,M714,1970.0,5,Zlý,20.982521045,49.176262566,2021
7314,Cesta III. triedy,3190,1,M1504,1970.0,5,Zlý,20.964401738,49.149978921,2021
7315,Cesta III. triedy,3190,2,M2835,1961.0,5,Zlý,20.961149996,49.147688812,2021
7316,Cesta III. triedy,3191,1,M6146,1961.0,5,Zlý,20.942788516,49.153565533,2021
7317,Cesta III. triedy,1936,3,M7086,1977.0,5,Zlý,18.21442078,49.227152653,2021
7318,Cesta III. triedy,3193,5,M75,1973.0,5,Zlý,20.877274314,49.160349407,2021
7319,Cesta III. triedy,1935,001A,M5152,1969.0,5,Zlý,18.163694804,49.223273064,2021
7320,Cesta III. triedy,3200,3,M7585,1950.0,5,Zlý,20.49328813,49.019248522,2021
7321,Cesta III. triedy,3200,4,M4335,1949.0,5,Zlý,20.514179778,49.019114064,2021
7322,Cesta III. triedy,1928,1,M7179,1949.0,5,Zlý,18.246741328,48.989605829,2021
7323,Cesta III. triedy,1924,2,M4599,1970.0,5,Zlý,18.225707926,49.016174492,2021
7324,Cesta III. triedy,3200,5,M3735,1950.0,5,Zlý,20.519180226,49.019238383,2021
7325,Cesta III. triedy,1922,7,M425,1900.0,5,Zlý,18.1119313,49.128593662,2021
7326,Cesta III. triedy,3188,2,M3665,1967.0,5,Zlý,20.992038767,49.140546275,2021
7327,Cesta III. triedy,1976,3,M6109,1963.0,5,Zlý,18.355881442,49.207578052,2021
7328,Cesta III. triedy,1976,4,M7356,1977.0,5,Zlý,18.337091222,49.215061262,2021
7329,Cesta III. triedy,1976,5,M6650,1948.0,5,Zlý,18.329973499,49.225910463,2021
7330,Cesta III. triedy,3170,1,M291,1970.0,5,Zlý,20.872579991,49.124822303,2021
7331,Cesta III. triedy,2010,1,M1045,1965.0,5,Zlý,18.820136979,49.493236624,2021
7332,Cesta III. triedy,3173,1,M4873,1971.0,5,Zlý,20.88489136,49.175092709,2021
7333,Cesta III. triedy,2005,11,M4659,1900.0,5,Zlý,18.414816121,49.310264365,2021
7334,Cesta III. triedy,2005,10,M7071,1900.0,5,Zlý,18.416568039,49.308409786,2021
7335,Cesta III. triedy,3176,1,M7434,1936.0,5,Zlý,21.202093162,49.083572314,2021
7336,Cesta III. triedy,3177,3,M2009,1952.0,5,Zlý,21.087599309,49.08431926,2021
7337,Cesta III. triedy,3177,4,M4861,1964.0,5,Zlý,21.0625981,49.06111988,2021
7338,Cesta III. triedy,2005,7,M6148,1900.0,5,Zlý,18.423177967,49.298674045,2021
7339,Cesta III. triedy,2005,3,M5370,1931.0,5,Zlý,18.463951269,49.250692966,2021
7340,Cesta III. triedy,1989,1,M2954,1956.0,5,Zlý,18.533880273,49.066189095,2021
7341,Cesta III. triedy,3179,4,M7530,1975.0,5,Zlý,21.195334698,49.039439722,2021
7342,Cesta III. triedy,1985,1,M3344,1979.0,5,Zlý,18.471529798,49.093280107,2021
7343,Cesta III. triedy,3180,3,M354,1964.0,5,Zlý,21.016246129,49.087930323,2021
7344,Cesta III. triedy,1980,1,M1235,1946.0,5,Zlý,18.36222517,49.214444606,2021
7345,Cesta III. triedy,1978,12,M3257,1983.0,5,Zlý,18.350768837,49.289120641,2021
7346,Cesta III. triedy,3180,3,M915,1964.0,5,Zlý,20.964771661,49.095958824,2021
7347,Cesta III. triedy,1978,7,M5989,1966.0,5,Zlý,18.398331587,49.24029169,2021
7348,Cesta III. triedy,1978,3,M4916,1960.0,5,Zlý,18.422380743,49.217923466,2021
7349,Cesta III. triedy,1978,2,M3046,1960.0,5,Zlý,18.427580488,49.212582792,2021
7350,Cesta III. triedy,1978,1,M4231,1937.0,5,Zlý,18.436441895,49.196311164,2021
7351,Cesta III. triedy,3181,2,M6769,1979.0,5,Zlý,21.10797,49.12735,2021
7352,Cesta III. triedy,3182,1,M7216,1943.0,5,Zlý,21.085749231,49.10993389,2021
7353,Cesta III. triedy,2562,2,M3269,1975.0,5,Zlý,19.058875001,48.36826846,2021
7354,Cesta III. triedy,1976,10,M4560,1958.0,5,Zlý,18.274663167,49.273203626,2021
7355,Cesta III. triedy,3183,4,M4992,1983.0,5,Zlý,21.066721477,49.185223279,2021
7356,Cesta III. triedy,3183,5,M1850,1961.0,5,Zlý,21.08994,49.194,2021
7357,Cesta III. triedy,1976,7,M855,1972.0,5,Zlý,18.29850783,49.256020183,2021
7358,Cesta III. triedy,1976,6,M5612,1974.0,5,Zlý,18.309106478,49.245854083,2021
7359,Cesta III. triedy,2018,1,M2614,1982.0,5,Zlý,18.732964873,49.488194558,2021
7360,Cesta III. triedy,1922,4,M5307,1960.0,5,Zlý,18.13490719,49.100509897,2021
7361,Cesta III. triedy,2221,1,M5743,1968.0,5,Zlý,19.434884128,49.098849695,2021
7362,Cesta III. triedy,3078,85,M304,1957.0,5,Zlý,20.157409355,49.273504059,2021
7363,Cesta III. triedy,2662,2,M5519,1987.0,5,Zlý,19.534993952,48.354175219,2021
7364,Cesta III. triedy,2452,1,M5328,1980.0,5,Zlý,19.10644862,48.572372704,2021
7365,Cesta III. triedy,2448,3,M2007,1961.0,5,Zlý,19.108910514,48.634484357,2021
7366,Cesta III. triedy,2664,1,M3565,1954.0,5,Zlý,19.572950481,48.363981091,2021
7367,Cesta III. triedy,2448,1,M1940,1955.0,5,Zlý,19.128861478,48.619466722,2021
7368,Cesta III. triedy,2666,5,M5181,1991.0,5,Zlý,19.656435846,48.351665467,2021
7369,Cesta III. triedy,2442,5,M5342,1948.0,5,Zlý,19.169814699,48.526757464,2021
7370,Cesta III. triedy,2442,4,M2970,1948.0,5,Zlý,19.160316051,48.535500689,2021
7371,Cesta III. triedy,2442,3,M5156,1948.0,5,Zlý,19.156850529,48.537192474,2021
7372,Cesta III. triedy,2441,7,M6065,1947.0,5,Zlý,19.00569,48.59833,2021
7373,Cesta III. triedy,2668,2,M2803,1955.0,5,Zlý,19.772235318,48.31876183,2021
7374,Cesta III. triedy,2441,4,M4563,1948.0,5,Zlý,19.00876,48.61296,2021
7375,Cesta III. triedy,2694,2,M4242,1964.0,5,Zlý,19.406455574,48.535176822,2021
7376,Cesta III. triedy,2655,4,M5569,1960.0,5,Zlý,19.699665163,48.328224681,2021
7377,Cesta III. triedy,2441,1,M7744,1926.0,5,Zlý,19.048560124,48.601366124,2021
7378,Cesta III. triedy,2440,1,M6814,1937.0,5,Zlý,19.06886836,48.574397196,2021
7379,Cesta III. triedy,2428,2,M5984,1942.0,5,Zlý,19.383171908,48.737072147,2021
7380,Cesta III. triedy,2695,7,M1600,1974.0,5,Zlý,19.464322282,48.515752601,2021
7381,Cesta III. triedy,2421,8,M575,1935.0,5,Zlý,19.220104517,48.70417454,2021
7382,Cesta III. triedy,2715,10,M2611,1956.0,5,Zlý,19.693373218,48.556580374,2021
7383,Cesta III. triedy,2421,4,M4429,1935.0,5,Zlý,19.21086797,48.728577893,2021
7384,Cesta III. triedy,2740,6,M1711,1955.0,5,Zlý,19.862678345,48.430572318,2021
7385,Cesta III. triedy,2750,3,M3890,1958.0,5,Zlý,19.972290516,48.541631376,2021
7386,Cesta III. triedy,2421,2,M2989,1935.0,5,Zlý,19.206248293,48.730532793,2021
7387,Cesta III. triedy,2752,4,M5306,1885.0,5,Zlý,20.137951788,48.417821882,2021
7388,Cesta III. triedy,2415,5,M2074,1981.0,5,Zlý,19.132436638,48.722043092,2021
7389,Cesta III. triedy,2753,4,M2903,1903.0,5,Zlý,20.115619678,48.433820699,2021
7390,Cesta III. triedy,2753,6,M2601,1959.0,5,Zlý,20.117562438,48.445086827,2021
7391,Cesta III. triedy,2440,6,M1112,1947.0,5,Zlý,19.058929234,48.530685506,2021
7392,Cesta III. triedy,2652,3,M6135,1986.0,5,Zlý,19.714016137,48.282440921,2021
7393,Cesta III. triedy,2460,2,M1789,1951.0,5,Zlý,19.116569691,48.582746978,2021
7394,Cesta III. triedy,2462,7,M7564,1948.0,5,Zlý,19.226410441,48.394984938,2021
7395,Cesta III. triedy,2562,3,M261,1933.0,5,Zlý,18.97190967,48.395461525,2021
7396,Cesta III. triedy,2561,2,M5385,1948.0,5,Zlý,18.976244784,48.34983101,2021
7397,Cesta III. triedy,2556,1,M5141,1956.0,5,Zlý,18.922444541,48.199756565,2021
7398,Cesta III. triedy,2565,1,M4101,1972.0,5,Zlý,19.101772602,48.308171519,2021
7399,Cesta III. triedy,2551,1,M3390,1953.0,5,Zlý,18.851692772,48.189121547,2021
7400,Cesta III. triedy,2565,6,M1459,1936.0,5,Zlý,19.155083443,48.295346584,2021
7401,Cesta III. triedy,2566,1,M6895,1947.0,5,Zlý,19.082760795,48.290746374,2021
7402,Cesta III. triedy,2566,9,M3128,1961.0,5,Zlý,19.099547956,48.136826094,2021
7403,Cesta III. triedy,2535,1,M6075,1946.0,5,Zlý,18.897452486,48.437110319,2021
7404,Cesta III. triedy,2568,9,M2094,1940.0,5,Zlý,19.134857209,48.231825144,2021
7405,Cesta III. triedy,2568,10,M6914,1962.0,5,Zlý,19.134755548,48.231337844,2021
7406,Cesta III. triedy,2573,1,M5536,1976.0,5,Zlý,19.106153952,48.319140596,2021
7407,Cesta III. triedy,2603,2,M3864,1924.0,5,Zlý,19.352082666,48.235658059,2021
7408,Cesta III. triedy,2603,3,M4026,1949.0,5,Zlý,19.3882781,48.245711359,2021
7409,Cesta III. triedy,2607,2,M5264,1958.0,5,Zlý,19.369732368,48.127999731,2021
7410,Cesta III. triedy,2609,3,M1835,1942.0,5,Zlý,19.5267936,48.262468137,2021
7411,Cesta III. triedy,2517,1,M5469,1985.0,5,Zlý,18.683312772,48.432094035,2021
7412,Cesta III. triedy,2633,1,M7726,1979.0,5,Zlý,19.538226259,48.448440834,2021
7413,Cesta III. triedy,2511,9,M1080,1974.0,5,Zlý,18.691358802,48.433834027,2021
7414,Cesta III. triedy,2502,2,M5703,1930.0,5,Zlý,18.895552,48.740284798,2021
7415,Cesta III. triedy,2492,8,M2141,1943.0,5,Zlý,18.99837,48.57132,2021
7416,Cesta III. triedy,2492,5,M5143,1950.0,5,Zlý,18.971606497,48.584470003,2021
7417,Cesta III. triedy,2492,4,M3821,1949.0,5,Zlý,18.970822238,48.584612454,2021
7418,Cesta III. triedy,2492,3,M4224,1943.0,5,Zlý,18.95419,48.58795,2021
7419,Cesta III. triedy,2492,2,M6346,1943.0,5,Zlý,18.95361116,48.588089587,2021
7420,Cesta III. triedy,2649,4,M2340,1963.0,5,Zlý,19.70925113,48.239461676,2021
7421,Cesta III. triedy,2483,5,M5535,1934.0,5,Zlý,18.793075517,48.56391095,2021
7422,Cesta III. triedy,2480,1,M7392,1960.0,5,Zlý,18.794582525,48.627781099,2021
7423,Cesta III. triedy,2463,3,M4134,1900.0,5,Zlý,19.205162225,48.438750192,2021
7424,Cesta III. triedy,2415,2,M3078,1976.0,5,Zlý,19.127210925,48.673942696,2021
7425,Cesta III. triedy,3092,1,M2682,1943.0,5,Zlý,20.476069452,49.085909511,2021
7426,Cesta III. triedy,2413,5,M4676,1958.0,5,Zlý,19.163136034,48.636034065,2021
7427,Cesta III. triedy,2413,3,M1115,1939.0,5,Zlý,19.155868464,48.650583693,2021
7428,Cesta III. triedy,3061,9,M2652,1965.0,5,Zlý,20.073870611,49.000020068,2021
7429,Cesta III. triedy,2274,10,M457,1948.0,5,Zlý,19.308714476,49.447712392,2021
7430,Cesta III. triedy,3064,5,M7775,1930.0,5,Zlý,20.206146029,49.098417905,2021
7431,Cesta III. triedy,2273,2,M7628,1952.0,5,Zlý,19.486086726,49.399681603,2021
7432,Cesta III. triedy,3068,2,M2831,1976.0,5,Zlý,20.375419352,49.011010936,2021
7433,Cesta III. triedy,2270,6,M443,1954.0,5,Zlý,19.274680216,49.426979428,2021
7434,Cesta III. triedy,3069,3,M67,1960.0,5,Zlý,20.378681766,48.986425906,2021
7435,Cesta III. triedy,2270,3,M1191,1969.0,5,Zlý,19.292976149,49.413196434,2021
7436,Cesta III. triedy,3074,3,M3148,1910.0,5,Zlý,20.242417613,48.992322375,2021
7437,Cesta III. triedy,3074,5,M1805,1962.0,5,Zlý,20.229092665,48.995454936,2021
7438,Cesta III. triedy,2270,1,M2337,1956.0,5,Zlý,19.304003505,49.386095198,2021
7439,Cesta III. triedy,2263,2,M7233,1959.0,5,Zlý,19.251321321,49.200143443,2021
7440,Cesta III. triedy,2256,8,M2874,1940.0,5,Zlý,19.246130794,49.147417205,2021
7441,Cesta III. triedy,2276,4,M3374,1957.0,5,Zlý,19.597305063,49.458582065,2021
7442,Cesta III. triedy,3074,9,M1039,1943.0,5,Zlý,20.157036504,48.993886565,2021
7443,Cesta III. triedy,2246,3,M2175,1910.0,5,Zlý,19.29661636,49.219550122,2021
7444,Cesta III. triedy,3074,11,M6760,1958.0,5,Zlý,20.152827503,48.993586905,2021
7445,Cesta III. triedy,3074,13,M5387,1977.0,5,Zlý,20.096501481,48.98009366,2021
7446,Cesta III. triedy,3075,3,M5465,1961.0,5,Zlý,20.241848559,49.005696645,2021
7447,Cesta III. triedy,2228,1,M1309,1951.0,5,Zlý,19.307974995,49.082663813,2021
7448,Cesta III. triedy,2224,8,M1473,1989.0,5,Zlý,19.413996565,48.969852117,2021
7449,Cesta III. triedy,3076,6,M7723,1971.0,5,Zlý,20.322008643,49.055849612,2021
7450,Cesta III. triedy,2224,7,M152,1989.0,5,Zlý,19.411706853,48.968803954,2021
7451,Cesta III. triedy,2224,6,M4340,1989.0,5,Zlý,19.403938103,48.961315458,2021
7452,Cesta III. triedy,2223,15,M4058,1927.0,5,Zlý,19.165403766,48.870044767,2021
7453,Cesta III. triedy,2223,13,M4743,1900.0,5,Zlý,19.165017691,48.876263541,2021
7454,Cesta III. triedy,2223,4,M2132,1900.0,5,Zlý,19.237961181,48.943667365,2021
7455,Cesta III. triedy,3077,4,M7409,1962.0,5,Zlý,20.38216,49.23349,2021
7456,Cesta III. triedy,2253,5,M1941,1951.0,5,Zlý,19.463413333,49.23630462,2021
7457,Cesta III. triedy,2277,1,M4901,1963.0,5,Zlý,19.500257641,49.500380596,2021
7458,Cesta III. triedy,2282,3,M5951,1971.0,5,Zlý,19.263253331,49.400042896,2021
7459,Cesta III. triedy,3030,2,M6292,1957.0,5,Zlý,20.374991181,48.743117651,2021
7460,Cesta III. triedy,2774,1,M330,1964.0,5,Zlý,19.970005591,48.435433335,2021
7461,Cesta III. triedy,2413,1,M2816,1964.0,5,Zlý,19.146966443,48.667667624,2021
7462,Cesta III. triedy,2412,3,M3079,1959.0,5,Zlý,19.085757149,48.848828668,2021
7463,Cesta III. triedy,2395,5,M2802,1951.0,5,Zlý,19.706438924,48.73325356,2021
7464,Cesta III. triedy,2395,1,M4244,1957.0,5,Zlý,19.666315188,48.743224225,2021
7465,Cesta III. triedy,2390,1,M6050,1938.0,5,Zlý,20.238405932,48.883927034,2021
7466,Cesta III. triedy,2382,1,M2329,1956.0,5,Zlý,19.752056618,48.837344487,2021
7467,Cesta III. triedy,2775,2,M7687,1947.0,5,Zlý,19.96170864,48.448805738,2021
7468,Cesta III. triedy,2776,4,M2573,1943.0,5,Zlý,19.86375723,48.542545742,2021
7469,Cesta III. triedy,2372,2,M3161,1950.0,5,Zlý,19.463673212,48.82987375,2021
7470,Cesta III. triedy,2372,1,M771,1900.0,5,Zlý,19.463347832,48.824451615,2021
7471,Cesta III. triedy,2798,4,M2293,1969.0,5,Zlý,20.202733404,48.345827589,2021
7472,Cesta III. triedy,2356,1,M6113,1954.0,5,Zlý,19.782801238,49.027180432,2021
7473,Cesta III. triedy,2353,1,M6112,1938.0,5,Zlý,19.471659426,49.133154913,2021
7474,Cesta III. triedy,2804,1,M7381,1930.0,5,Zlý,20.282424592,48.312981344,2021
7475,Cesta III. triedy,2822,3,M1502,1973.0,5,Zlý,20.347195408,48.486698629,2021
7476,Cesta III. triedy,2343,8,M7357,1932.0,5,Zlý,20.151266676,49.05322461,2021
7477,Cesta III. triedy,2343,5,M6480,1959.0,5,Zlý,20.102154111,49.051937287,2021
7478,Cesta III. triedy,2343,2,M2029,1957.0,5,Zlý,19.978656885,49.05940242,2021
7479,Cesta III. triedy,2342,1,M7256,1930.0,5,Zlý,19.91242818,49.051598593,2021
7480,Cesta III. triedy,2835,6,M3989,1946.0,5,Zlý,20.148997174,48.598296119,2021
7481,Cesta III. triedy,2332,1,M3244,1970.0,5,Zlý,19.619705952,49.116569049,2021
7482,Cesta III. triedy,3003,1,M6446,1972.0,5,Zlý,20.38031516,48.518538749,2021
7483,Cesta III. triedy,2325,4,M2636,1972.0,5,Zlý,19.472304273,49.095279813,2021
7484,Cesta III. triedy,3004,1,M68,1964.0,5,Zlý,20.486329137,48.491605333,2021
7485,Cesta III. triedy,3015,4,M1166,1963.0,5,Zlý,20.679464895,48.64937462,2021
7486,Cesta III. triedy,2308,4,M4032,1948.0,5,Zlý,19.562562994,49.360257778,2021
7487,Cesta III. triedy,3015,5,M2737,1952.0,5,Zlý,20.691686721,48.646016199,2021
7488,Cesta III. triedy,2305,1,M793,1957.0,5,Zlý,19.586844489,49.352859157,2021
7489,Cesta III. triedy,2753,9,M5564,1978.0,5,Zlý,20.09479493,48.485912723,2021
7490,Cesta III. triedy,1919,4,M2471,1959.0,5,Zlý,18.166519516,49.044581824,2021
7491,Cesta III. triedy,3182,6,M4514,1963.0,5,Zlý,21.070966915,49.153286323,2021
7492,Cesta III. triedy,1919,1,M447,1936.0,5,Zlý,18.194617432,49.020559837,2021
7493,Cesta III. triedy,1579,4,M5422,1935.0,5,Zlý,18.680265646,48.305509637,2021
7494,Cesta III. triedy,1579,2,M6483,1957.0,5,Zlý,18.669351549,48.297428306,2021
7495,Cesta III. triedy,3295,4,M66,1959.0,5,Zlý,21.430787154,48.782834738,2021
7496,Cesta III. triedy,1576,3,M499,1956.0,5,Zlý,18.467550424,48.073427521,2021
7497,Cesta III. triedy,3302,14,M1645,1963.0,5,Zlý,21.059873099,48.538645226,2021
7498,Cesta III. triedy,1558,1,M7383,1959.0,5,Zlý,18.877518719,48.156511851,2021
7499,Cesta III. triedy,1543,5,M5025,1948.0,5,Zlý,18.636154126,48.149874425,2021
7500,Cesta III. triedy,1521,1,M6174,1986.0,5,Zlý,18.660852148,47.880670372,2021
7501,Cesta III. triedy,1514,13,M1142,1937.0,5,Zlý,18.70746293,48.002995035,2021
7502,Cesta III. triedy,3302,15,M1010,1947.0,5,Zlý,21.089756399,48.533637104,2021
7503,Cesta III. triedy,1506,2,M1033,1973.0,5,Zlý,18.419997283,47.898638154,2021
7504,Cesta III. triedy,1579,6,M434,1936.0,5,Zlý,18.704609002,48.322769175,2021
7505,Cesta III. triedy,1501,1,M1175,1943.0,5,Zlý,18.09710693,48.131020607,2021
7506,Cesta III. triedy,3302,17,M219,1949.0,5,Zlý,21.129379756,48.531773094,2021
7507,Cesta III. triedy,3302,18,M2473,1963.0,5,Zlý,21.172390566,48.534644032,2021
7508,Cesta III. triedy,1474,4,M145,1968.0,5,Zlý,18.050430708,47.848226196,2021
7509,Cesta III. triedy,1422,2,M1854,1966.0,5,Zlý,17.715518641,47.794254734,2021
7510,Cesta III. triedy,1422,1,M5916,1963.0,5,Zlý,17.700642024,47.79102081,2021
7511,Cesta III. triedy,3306,3,M4612,1975.0,5,Zlý,20.848633151,48.64164215,2021
7512,Cesta III. triedy,3306,5,M6513,1974.0,5,Zlý,20.846342468,48.649480473,2021
7513,Cesta III. triedy,1403,1,M407,1963.0,5,Zlý,17.688582805,47.832243163,2021
7514,Cesta III. triedy,1394,9,M5491,1963.0,5,Zlý,17.708937164,47.81289349,2021
7515,Cesta III. triedy,1370,1,M3905,1947.0,5,Zlý,17.961543532,48.040018659,2021
7516,Cesta III. triedy,1368,1,M1699,1948.0,5,Zlý,17.914332134,48.178996445,2021
7517,Cesta III. triedy,3302,16,M2126,1949.0,5,Zlý,21.105936647,48.531585733,2021
7518,Cesta III. triedy,1367,2,M5219,1928.0,5,Zlý,17.851914045,48.066604202,2021
7519,Cesta III. triedy,1579,9,M1379,1880.0,5,Zlý,18.728459649,48.362025359,2021
